playerID,yearID,teamID,G,AB,R,H,Doubles,Triples,HR,RBI,SB,SO,Walks HBP,AVG,OBP,SLG,OPS
reverbe01,2012,MIN,124,511,70,150,13,6,0,32,40,54,32,0.294,0.356,0.342,0.699
gomesya01,2013,CLE,88,293,45,86,18,2,11,38,2,67,25,0.294,0.379,0.481,0.860
turneju01,2015,LAN,126,385,55,113,26,1,16,60,5,71,50,0.294,0.423,0.491,0.914
victosh01,2013,BOS,122,477,82,140,26,2,15,61,21,75,43,0.294,0.384,0.451,0.834
ciriape01,2012,BOS,76,259,33,76,15,2,2,19,16,47,10,0.293,0.332,0.390,0.722
freesda01,2012,SLN,144,501,70,147,25,1,20,79,3,122,66,0.293,0.425,0.467,0.892
kendrho01,2014,LAA,157,617,85,181,33,5,7,75,14,110,60,0.293,0.391,0.397,0.788
gonzaad01,2013,LAN,157,583,69,171,32,0,22,100,1,98,54,0.293,0.386,0.461,0.847
denorch01,2012,SDN,130,348,56,102,19,6,8,36,13,52,29,0.293,0.376,0.451,0.828
byrdma01,2010,CHN,152,580,84,170,39,2,12,66,5,98,49,0.293,0.378,0.429,0.807
shuckja01,2013,LAA,129,437,60,128,20,3,2,39,8,54,28,0.293,0.357,0.366,0.723
pearcst01,2014,BAL,102,338,51,99,26,0,21,49,5,76,45,0.293,0.426,0.556,0.982
jacksau01,2010,DET,151,618,103,181,34,10,4,41,27,170,55,0.293,0.382,0.400,0.782
cespeyo01,2015,DET,102,403,62,118,28,2,18,61,3,87,22,0.293,0.347,0.506,0.854
escobal02,2012,KCA,155,605,68,177,30,7,5,52,35,100,37,0.293,0.354,0.390,0.744
hosmeer01,2011,KCA,128,523,66,153,27,3,19,78,11,82,42,0.293,0.373,0.465,0.837
myerswi01,2013,TBA,88,335,50,98,23,0,13,53,5,91,40,0.293,0.412,0.478,0.890
heywaja01,2015,SLN,154,547,79,160,33,4,13,60,23,90,62,0.293,0.406,0.439,0.845
desmoia01,2012,WAS,130,513,72,150,33,2,25,73,21,113,34,0.292,0.359,0.511,0.869
dudalu01,2011,NYN,100,301,38,88,21,3,10,50,1,57,43,0.292,0.435,0.482,0.917
sanchfr01,2010,SFN,111,431,55,126,22,1,7,47,3,68,36,0.292,0.376,0.397,0.773
perezsa02,2013,KCA,138,496,48,145,25,3,13,79,0,63,27,0.292,0.347,0.433,0.780
herrejo03,2013,COL,81,195,16,57,7,2,1,16,3,24,17,0.292,0.379,0.364,0.744
parrage01,2011,ARI,141,445,55,130,20,8,8,46,15,82,62,0.292,0.431,0.427,0.858
werthja01,2014,WAS,147,534,85,156,37,1,16,82,9,113,95,0.292,0.470,0.455,0.925
ethiean01,2010,LAN,139,517,71,151,33,1,23,82,2,102,73,0.292,0.433,0.493,0.926
blancan01,2015,PHI,106,233,32,68,22,3,7,25,1,44,25,0.292,0.399,0.502,0.901
rosarwi01,2013,COL,121,449,63,131,22,1,21,79,4,109,16,0.292,0.327,0.486,0.813
castrst01,2014,CHN,134,528,58,154,33,1,14,65,4,100,43,0.292,0.373,0.438,0.811
cespeyo01,2012,OAK,129,487,70,142,25,5,23,82,16,102,55,0.292,0.405,0.505,0.910
ethiean01,2011,LAN,135,487,67,142,30,0,11,62,0,103,70,0.292,0.435,0.421,0.856
mccutan01,2015,PIT,157,566,91,165,36,3,23,96,11,133,122,0.292,0.507,0.488,0.995
bettsmo01,2015,BOS,145,597,92,174,42,8,18,77,21,82,49,0.291,0.374,0.479,0.853
butlebi03,2011,KCA,159,597,74,174,44,0,19,95,2,95,84,0.291,0.432,0.461,0.893
pedrodu01,2015,BOS,93,381,46,111,19,1,12,42,2,51,41,0.291,0.399,0.441,0.840
ellisma01,2010,OAK,124,436,45,127,24,0,5,49,7,56,52,0.291,0.411,0.381,0.791
murphda07,2010,TEX,138,419,54,122,26,2,12,65,14,71,47,0.291,0.403,0.449,0.852
martest01,2014,PIT,135,495,73,144,29,6,13,56,30,131,50,0.291,0.392,0.453,0.844
nixla01,2010,CIN,97,165,16,48,11,2,4,18,0,39,19,0.291,0.406,0.455,0.861
bernaro01,2012,WAS,129,227,25,66,11,0,5,25,15,53,33,0.291,0.436,0.405,0.841
murphda08,2012,NYN,156,571,62,166,40,3,6,65,10,82,42,0.291,0.364,0.403,0.767
morsemi01,2012,WAS,102,406,53,118,17,1,18,62,0,97,20,0.291,0.340,0.470,0.810
carroja01,2010,LAN,133,351,48,102,15,1,0,23,12,64,56,0.291,0.450,0.339,0.789
mossbr01,2012,OAK,84,265,48,77,18,0,21,52,1,90,31,0.291,0.408,0.596,1.004
blancgr01,2015,SFN,115,327,59,95,19,3,5,26,13,59,49,0.291,0.440,0.413,0.853
hillaa01,2013,ARI,87,327,45,95,21,1,11,41,1,48,36,0.291,0.401,0.462,0.862
colvity01,2012,COL,136,420,62,122,27,10,18,72,7,117,23,0.290,0.345,0.531,0.876
escobyu01,2011,TOR,133,513,77,149,24,3,11,48,3,70,68,0.290,0.423,0.413,0.836
abreujo02,2015,CHA,154,613,88,178,34,3,30,101,0,140,65,0.290,0.396,0.502,0.899
martiru01,2014,PIT,111,379,45,110,20,0,11,67,4,78,79,0.290,0.499,0.430,0.929
lowrije01,2013,OAK,154,603,80,175,45,2,15,75,1,91,55,0.290,0.381,0.446,0.828
paganan01,2010,NYN,151,579,80,168,31,7,11,69,37,97,50,0.290,0.377,0.425,0.801
aybarer01,2012,LAA,141,517,67,150,31,5,8,45,20,61,28,0.290,0.344,0.416,0.760
guerrvl01,2011,BAL,145,562,60,163,30,1,13,63,2,56,27,0.290,0.338,0.416,0.754
loneyja01,2014,TBA,155,600,59,174,27,0,9,69,4,80,47,0.290,0.368,0.380,0.748
cairomi01,2010,CIN,91,200,30,58,12,0,4,28,4,30,21,0.290,0.395,0.410,0.805
huffau01,2010,SFN,157,569,100,165,35,5,26,86,7,91,97,0.290,0.460,0.506,0.967
moralke01,2015,KCA,158,569,81,165,41,2,22,106,0,103,70,0.290,0.413,0.485,0.898
altuvjo01,2012,HOU,147,576,80,167,34,4,7,37,33,74,46,0.290,0.370,0.399,0.769
carroja01,2011,LAN,146,452,52,131,14,6,0,17,10,58,52,0.290,0.405,0.347,0.752
stantmi03,2012,MIA,123,449,75,130,30,1,37,86,6,143,60,0.290,0.423,0.608,1.031
pedrodu01,2012,BOS,141,563,81,163,39,3,15,65,20,60,56,0.290,0.389,0.449,0.838
morsemi01,2010,WAS,98,266,36,77,12,2,15,41,0,64,27,0.289,0.391,0.519,0.910
gordode01,2014,LAN,148,609,92,176,24,12,2,34,64,107,35,0.289,0.346,0.378,0.724
beltrca01,2011,NYN,98,353,61,102,30,2,15,66,3,61,68,0.289,0.482,0.513,0.994
uptonju01,2011,ARI,159,592,105,171,39,5,31,88,21,126,87,0.289,0.436,0.529,0.965
beltbr01,2013,SFN,150,509,76,147,39,4,17,67,5,125,62,0.289,0.411,0.481,0.892
tejadru01,2012,NYN,114,464,53,134,26,0,1,25,4,73,32,0.289,0.358,0.351,0.709
headlch01,2011,SDN,113,381,43,110,28,1,4,44,13,92,62,0.289,0.451,0.399,0.850
stubbdr01,2014,COL,132,388,67,112,22,4,15,43,20,136,32,0.289,0.371,0.482,0.853
butlebi03,2013,KCA,162,582,62,168,27,0,15,82,0,102,93,0.289,0.448,0.412,0.861
gennesc01,2014,MIL,137,440,55,127,31,3,9,54,6,67,27,0.289,0.350,0.434,0.784
zimmery01,2011,WAS,101,395,52,114,21,2,12,49,3,73,46,0.289,0.405,0.443,0.848
murphda08,2014,NYN,143,596,79,172,37,2,9,57,13,86,44,0.289,0.362,0.403,0.765
aokino01,2012,MIL,151,520,81,150,37,4,10,50,30,55,57,0.288,0.398,0.433,0.831
adamsma01,2014,SLN,142,527,55,152,34,5,15,68,3,114,34,0.288,0.353,0.457,0.810
callaal01,2011,LAA,141,475,54,137,23,0,6,46,8,48,67,0.288,0.429,0.375,0.804
blackch02,2014,COL,154,593,82,171,27,3,19,72,28,96,49,0.288,0.371,0.440,0.811
freemfr01,2014,ATL,162,607,93,175,43,4,18,78,3,145,102,0.288,0.456,0.461,0.918
hundlni01,2011,SDN,82,281,34,81,16,5,9,29,1,74,29,0.288,0.391,0.477,0.868
lindad01,2013,TOR,143,465,67,134,26,1,23,67,1,103,57,0.288,0.411,0.497,0.908
loneyja01,2011,LAN,158,531,56,153,30,1,12,65,4,67,50,0.288,0.382,0.416,0.798
brantmi02,2012,CLE,149,552,63,159,37,4,6,60,12,56,65,0.288,0.406,0.402,0.808
pradoma01,2015,MIA,129,500,52,144,22,2,9,63,1,68,46,0.288,0.380,0.394,0.774
swishni01,2010,NYA,150,566,91,163,33,3,29,89,1,139,64,0.288,0.401,0.511,0.912
keppije01,2010,HOU,137,514,62,148,34,1,6,59,4,36,53,0.288,0.391,0.393,0.784
thamema01,2010,NYA,82,212,22,61,7,0,12,33,0,61,22,0.288,0.392,0.491,0.882
suzukku01,2014,MIN,131,452,37,130,34,0,3,61,0,46,43,0.288,0.383,0.383,0.765
paganan01,2012,SFN,154,605,95,174,38,15,8,56,29,97,53,0.288,0.375,0.440,0.815
stantmi03,2014,MIA,145,539,89,155,31,1,37,105,13,170,121,0.288,0.512,0.555,1.067
beltrad01,2015,TEX,143,567,83,163,32,4,18,83,1,65,48,0.287,0.372,0.453,0.825
kangju01,2015,PIT,126,421,60,121,24,2,15,58,5,99,45,0.287,0.394,0.461,0.855
troutmi01,2014,LAA,157,602,115,173,39,9,36,111,16,184,99,0.287,0.452,0.561,1.013
mcgehca01,2014,MIA,160,616,56,177,29,1,4,76,4,102,71,0.287,0.403,0.357,0.760
arenano01,2015,COL,157,616,97,177,43,4,42,130,2,110,51,0.287,0.370,0.575,0.945
aokino01,2015,SFN,93,355,42,102,12,3,5,26,14,25,36,0.287,0.389,0.380,0.769
kendrho01,2012,LAA,147,550,57,158,32,3,8,67,14,115,34,0.287,0.349,0.400,0.749
mauerjo01,2011,MIN,82,296,38,85,15,0,3,30,0,38,42,0.287,0.429,0.368,0.797
rendoan01,2014,WAS,153,613,111,176,39,6,21,83,17,104,65,0.287,0.393,0.473,0.866
harrijo05,2015,PIT,114,418,57,120,29,1,4,28,10,71,27,0.287,0.352,0.390,0.742
jonesad01,2012,BAL,162,648,103,186,39,3,32,82,16,126,47,0.287,0.360,0.505,0.864
arenano01,2014,COL,111,432,58,124,34,2,18,61,2,58,30,0.287,0.356,0.500,0.856
ugglada01,2010,FLO,159,589,100,169,31,0,33,105,4,149,82,0.287,0.426,0.508,0.934
reyesjo01,2014,TOR,143,610,94,175,33,4,9,51,30,73,40,0.287,0.352,0.398,0.751
eatonad02,2015,CHA,153,610,98,175,28,9,14,56,18,131,74,0.287,0.408,0.431,0.839
canoro01,2015,SEA,156,624,82,179,34,1,21,79,2,107,51,0.287,0.369,0.446,0.814
jonesch06,2012,ATL,112,387,58,111,23,0,14,62,1,51,64,0.287,0.452,0.455,0.907
martest01,2015,PIT,153,579,84,166,30,2,19,81,30,123,49,0.287,0.371,0.444,0.815
blackch02,2015,COL,157,614,93,176,31,9,17,58,43,112,61,0.287,0.386,0.450,0.836
pierzaj01,2011,CHA,129,464,38,133,29,1,8,48,0,33,34,0.287,0.360,0.405,0.765
reyesjo01,2012,MIA,160,642,86,184,37,12,11,57,40,56,72,0.287,0.399,0.433,0.832
infanom01,2012,MIA,85,328,42,94,23,2,8,33,10,42,13,0.287,0.326,0.442,0.768
bogusbr01,2011,HOU,87,164,22,47,14,1,4,15,4,40,17,0.287,0.390,0.457,0.848
kempma01,2014,LAN,150,541,77,155,38,3,25,89,8,145,55,0.287,0.388,0.506,0.895
kinslia01,2010,TEX,103,391,73,112,20,1,9,45,15,57,65,0.286,0.453,0.412,0.864
aokino01,2013,MIL,155,597,80,171,20,3,8,37,20,40,67,0.286,0.399,0.370,0.769
headlch01,2012,SDN,161,604,95,173,31,2,31,115,17,157,92,0.286,0.439,0.498,0.937
rizzoan01,2014,CHN,140,524,89,150,28,1,32,78,5,116,95,0.286,0.468,0.527,0.994
andruel01,2012,TEX,158,629,85,180,31,9,3,62,21,96,62,0.286,0.385,0.378,0.763
montemi01,2012,ARI,141,486,65,139,25,2,15,88,0,130,91,0.286,0.473,0.438,0.912
goldspa01,2012,ARI,145,514,82,147,43,1,20,82,18,130,68,0.286,0.418,0.490,0.909
hunteto01,2014,DET,142,549,71,157,33,2,17,83,4,89,30,0.286,0.341,0.446,0.787
mccutan01,2010,PIT,154,570,94,163,35,5,16,56,33,89,76,0.286,0.419,0.449,0.868
davisch02,2013,BAL,160,584,103,167,42,1,53,138,4,199,94,0.286,0.447,0.634,1.080
machama01,2015,BAL,162,633,102,181,30,1,35,86,20,111,76,0.286,0.406,0.502,0.908
murphda08,2013,NYN,161,658,92,188,38,4,13,78,23,95,36,0.286,0.340,0.415,0.755
bautijo02,2014,TOR,155,553,101,158,27,0,35,103,6,96,124,0.286,0.510,0.524,1.034
peralda01,2014,ARI,88,329,40,94,12,9,8,36,6,60,17,0.286,0.337,0.450,0.787
loughda01,2013,KCA,96,315,35,90,17,4,5,33,5,52,13,0.286,0.327,0.413,0.740
ramirar01,2014,MIL,133,494,47,141,23,1,15,66,3,75,36,0.285,0.358,0.427,0.785
mercejo03,2013,PIT,103,333,33,95,22,2,8,27,3,62,32,0.285,0.381,0.435,0.817
dobbsgr01,2012,MIA,120,319,26,91,13,2,5,39,4,53,21,0.285,0.351,0.386,0.737
mcgehca01,2010,MIL,157,610,70,174,38,1,23,104,1,102,57,0.285,0.379,0.464,0.843
aokino01,2014,KCA,132,491,63,140,22,6,1,43,17,49,49,0.285,0.385,0.360,0.745
pujolal01,2012,LAA,154,607,85,173,50,0,30,105,8,76,73,0.285,0.405,0.516,0.921
escobal02,2014,KCA,162,579,74,165,34,5,3,50,31,83,30,0.285,0.337,0.377,0.713
kendrho01,2011,LAA,140,537,86,153,30,6,18,63,14,119,46,0.285,0.371,0.464,0.834
rizzoan01,2012,CHN,87,337,44,96,15,0,15,48,3,62,31,0.285,0.377,0.463,0.840
jonesad01,2013,BAL,160,653,100,186,35,1,33,108,14,136,37,0.285,0.342,0.493,0.835
morame01,2010,COL,113,316,39,90,12,5,7,45,2,53,38,0.285,0.405,0.421,0.826
choosh01,2013,CIN,154,569,107,162,34,2,21,54,20,133,143,0.285,0.536,0.462,0.998
byrdma01,2013,NYN,117,425,61,121,26,5,21,71,2,124,34,0.285,0.365,0.518,0.882
hamiljo03,2012,TEX,148,562,103,160,31,2,43,128,7,162,78,0.285,0.423,0.577,1.000
braunry02,2015,MIL,140,506,87,144,27,3,25,84,24,115,62,0.285,0.407,0.498,0.905
hartco01,2011,MIL,130,492,80,140,25,4,26,63,7,114,56,0.285,0.398,0.510,0.909
francje02,2011,KCA,153,601,77,171,47,4,20,87,22,123,48,0.285,0.364,0.476,0.840
rolensc01,2010,CIN,133,471,66,134,34,3,20,83,1,82,61,0.285,0.414,0.497,0.911
brantmi02,2013,CLE,151,556,66,158,26,3,10,73,17,67,45,0.284,0.365,0.396,0.761
ethiean01,2012,LAN,149,556,79,158,36,1,20,89,2,124,65,0.284,0.401,0.460,0.862
moustmi01,2015,KCA,147,549,73,156,34,1,22,82,1,76,57,0.284,0.388,0.470,0.858
ramiral03,2013,CHA,158,637,68,181,39,2,6,48,30,68,31,0.284,0.333,0.380,0.713
suzukic01,2014,NYA,143,359,42,102,13,2,1,22,15,68,23,0.284,0.348,0.340,0.688
scottlu01,2010,BAL,131,447,70,127,29,1,27,72,2,98,67,0.284,0.434,0.535,0.969
jonesad01,2010,BAL,149,581,76,165,25,5,19,69,7,119,37,0.284,0.348,0.442,0.790
gomezca01,2014,MIL,148,574,95,163,34,4,23,73,34,141,66,0.284,0.399,0.477,0.876
riosal01,2010,CHA,147,567,89,161,29,3,21,88,34,93,49,0.284,0.370,0.457,0.827
markani01,2011,BAL,160,641,72,182,31,1,15,73,12,75,75,0.284,0.401,0.406,0.807
davisra01,2010,OAK,143,525,66,149,28,3,5,52,50,78,30,0.284,0.341,0.377,0.718
herrejo03,2010,COL,76,222,34,63,6,2,1,21,2,36,26,0.284,0.401,0.342,0.743
adamsma01,2013,SLN,108,296,46,84,14,0,17,51,0,80,23,0.284,0.361,0.503,0.865
johnske05,2010,ARI,154,585,93,166,36,5,26,71,13,148,82,0.284,0.424,0.496,0.920
kipnija01,2013,CLE,149,564,86,160,36,4,17,84,30,143,82,0.284,0.429,0.452,0.881
smithse01,2011,COL,147,476,67,135,32,9,15,59,10,93,57,0.284,0.403,0.483,0.887
utleych01,2013,PHI,131,476,73,135,25,6,18,69,8,79,54,0.284,0.397,0.475,0.872
gomezca01,2013,MIL,147,536,80,152,27,10,24,73,40,146,49,0.284,0.375,0.506,0.881
cuddymi01,2011,MIN,139,529,70,150,29,2,20,70,11,95,55,0.284,0.388,0.459,0.847
tejadru01,2011,NYN,96,328,31,93,15,1,0,36,5,50,44,0.284,0.418,0.335,0.753
youngmi02,2010,TEX,157,656,99,186,36,3,21,91,4,115,55,0.284,0.367,0.444,0.811
yelicch01,2014,MIA,144,582,94,165,30,6,9,54,21,137,76,0.284,0.414,0.402,0.816
theriry01,2010,CHN,96,388,45,110,10,2,1,21,16,46,24,0.284,0.345,0.327,0.673
cabreev01,2013,SDN,95,381,54,108,15,5,4,31,37,69,43,0.283,0.396,0.381,0.777
schumsk01,2011,SLN,117,367,34,104,19,0,2,38,0,50,32,0.283,0.371,0.351,0.722
machama01,2013,BAL,156,667,88,189,51,3,14,71,6,113,31,0.283,0.330,0.432,0.762
castrst01,2012,CHN,162,646,78,183,29,12,14,78,25,100,45,0.283,0.353,0.430,0.783
hartco01,2010,MIL,145,558,91,158,34,4,31,102,7,140,53,0.283,0.378,0.525,0.903
coghlch01,2014,CHN,125,385,50,109,28,5,9,41,7,81,44,0.283,0.397,0.452,0.849
pencehu01,2013,SFN,162,629,91,178,35,5,27,99,22,115,58,0.283,0.375,0.483,0.859
spande01,2012,MIN,128,516,71,146,38,4,4,41,17,62,47,0.283,0.374,0.395,0.769
ruizca01,2011,PHI,132,410,49,116,23,0,6,40,1,48,68,0.283,0.449,0.383,0.832
ramirar01,2013,MIL,92,304,43,86,18,0,12,49,0,55,44,0.283,0.428,0.461,0.888
ramirha01,2014,LAN,128,449,64,127,35,0,13,71,14,84,64,0.283,0.425,0.448,0.873
sandopa01,2012,SFN,108,396,59,112,25,2,12,63,1,59,43,0.283,0.391,0.447,0.838
wrighda03,2010,NYN,157,587,87,166,36,3,29,103,19,161,80,0.283,0.419,0.503,0.922
crawfca02,2013,LAN,116,435,62,123,30,3,6,31,15,66,33,0.283,0.359,0.407,0.766
altuvjo01,2013,HOU,152,626,64,177,31,2,5,52,35,85,39,0.283,0.345,0.363,0.708
boescbr01,2011,DET,115,428,75,121,25,1,16,54,5,83,42,0.283,0.381,0.458,0.839
choosh01,2012,CLE,155,598,88,169,43,2,16,67,21,150,87,0.283,0.428,0.441,0.870
thomeji01,2010,MIN,108,276,48,78,16,2,25,59,0,82,66,0.283,0.522,0.627,1.149
alonsyo01,2015,SDN,103,354,50,100,18,1,5,31,2,48,48,0.282,0.418,0.381,0.799
tabatjo01,2013,PIT,106,308,35,87,17,5,6,33,3,45,28,0.282,0.373,0.429,0.802
pradoma01,2013,ARI,155,609,70,172,36,2,14,82,3,53,51,0.282,0.366,0.417,0.783
reyesjo01,2010,NYN,133,563,83,159,29,10,11,54,30,63,37,0.282,0.348,0.428,0.776
gillaco01,2014,CHA,130,464,50,131,31,5,7,57,0,78,43,0.282,0.375,0.416,0.791
molinya01,2014,SLN,110,404,40,114,21,0,7,38,1,55,38,0.282,0.376,0.386,0.762
guzmacr01,2010,WAS,89,319,44,90,11,4,2,25,4,53,25,0.282,0.361,0.361,0.721
ramiral03,2010,CHA,156,585,83,165,29,2,18,70,13,82,31,0.282,0.335,0.431,0.766
zimmery01,2012,WAS,145,578,93,163,36,1,25,95,5,116,67,0.282,0.398,0.478,0.875
davisra01,2014,DET,134,461,64,130,27,2,8,51,36,75,27,0.282,0.341,0.401,0.742
freemfr01,2011,ATL,157,571,67,161,32,0,21,76,4,142,62,0.282,0.391,0.448,0.839
montemi01,2011,ARI,140,493,65,139,36,1,18,86,1,97,65,0.282,0.414,0.469,0.882
martijd02,2015,DET,158,596,93,168,33,2,38,102,3,178,65,0.282,0.391,0.535,0.926
hernara02,2011,CIN,91,298,28,84,13,0,12,36,0,41,34,0.282,0.396,0.446,0.842
pencehu01,2010,HOU,156,614,93,173,29,3,25,91,18,105,43,0.282,0.352,0.461,0.813
tabatjo01,2014,PIT,80,174,14,49,5,2,0,17,1,26,9,0.282,0.333,0.333,0.667
forsylo01,2015,TBA,153,540,69,152,33,2,17,68,9,111,71,0.281,0.413,0.444,0.857
alonsyo01,2013,SDN,97,334,34,94,11,0,6,45,6,47,39,0.281,0.398,0.368,0.766
lagarju01,2014,NYN,116,416,46,117,24,3,4,47,13,87,28,0.281,0.349,0.382,0.731
ruggiju01,2014,CHN,81,224,29,63,13,1,6,28,2,70,21,0.281,0.375,0.429,0.804
buckjo01,2010,TOR,118,409,53,115,25,0,20,66,0,111,23,0.281,0.337,0.489,0.826
ludwiry01,2010,SLN,77,281,44,79,20,2,11,43,0,64,28,0.281,0.381,0.484,0.865
jonesad01,2014,BAL,159,644,88,181,30,2,29,96,7,133,32,0.281,0.331,0.469,0.800
phillbr01,2012,CIN,147,580,86,163,30,1,18,77,15,79,38,0.281,0.347,0.429,0.776
hunteto01,2010,LAA,152,573,76,161,36,0,23,90,9,106,74,0.281,0.410,0.464,0.874
bruceja01,2010,CIN,148,509,80,143,23,5,25,70,5,136,64,0.281,0.407,0.493,0.900
hechaad01,2015,MIA,130,470,54,132,17,6,5,48,7,78,29,0.281,0.343,0.374,0.717
chaveer01,2013,ARI,80,228,28,64,14,2,9,44,1,45,24,0.281,0.386,0.478,0.864
holtbr01,2014,BOS,106,449,68,126,23,5,4,29,12,98,35,0.281,0.359,0.381,0.739
chaveer01,2012,NYA,113,278,36,78,12,0,16,37,0,59,34,0.281,0.403,0.496,0.899
murphda08,2015,NYN,130,499,56,140,38,2,14,73,2,38,43,0.281,0.367,0.449,0.816
deazaal01,2012,CHA,131,524,81,147,29,6,9,50,26,109,59,0.281,0.393,0.410,0.803
gentrcr01,2013,TEX,106,246,39,69,12,4,2,22,24,46,39,0.280,0.439,0.386,0.825
riosal01,2014,TEX,131,492,54,138,30,8,4,54,17,93,27,0.280,0.335,0.398,0.734
beltbr01,2015,SFN,137,492,73,138,33,5,18,68,9,147,62,0.280,0.407,0.478,0.884
encared01,2012,TOR,151,542,93,152,24,0,42,110,13,94,107,0.280,0.478,0.557,1.035
jonesad01,2011,BAL,151,567,68,159,26,2,25,83,12,113,40,0.280,0.351,0.466,0.817
martest01,2013,PIT,135,510,83,143,26,10,12,35,41,138,51,0.280,0.380,0.441,0.822
chiselo01,2014,CLE,142,478,62,134,29,1,13,59,3,99,50,0.280,0.385,0.427,0.812
raburry01,2010,DET,113,371,54,104,25,1,15,62,2,92,35,0.280,0.375,0.474,0.849
lucrojo01,2013,MIL,147,521,59,146,25,6,18,82,9,69,53,0.280,0.382,0.455,0.837
desmoia01,2013,WAS,158,600,77,168,38,3,20,80,21,145,51,0.280,0.365,0.453,0.818
hafnetr01,2011,CLE,94,325,41,91,16,0,13,57,0,78,47,0.280,0.425,0.449,0.874
turneju01,2013,NYN,86,200,12,56,13,1,2,16,0,34,13,0.280,0.345,0.385,0.730
uptonju01,2012,ARI,150,554,107,155,24,4,17,67,18,121,73,0.280,0.412,0.430,0.841
loneyja01,2015,TBA,104,361,25,101,16,0,4,32,2,34,29,0.280,0.360,0.357,0.717
holtbr01,2015,BOS,129,454,56,127,27,6,2,45,8,97,49,0.280,0.388,0.379,0.767
lemahdj01,2013,COL,109,404,39,113,21,3,2,28,18,67,22,0.280,0.334,0.361,0.696
walkene01,2012,PIT,129,472,62,132,27,0,14,69,7,104,50,0.280,0.386,0.426,0.811
francma02,2015,PHI,80,304,45,85,22,1,14,50,1,52,32,0.280,0.385,0.497,0.882
suareeu01,2015,CIN,97,372,42,104,19,2,13,48,4,94,20,0.280,0.333,0.446,0.780
reddijo01,2011,BOS,87,254,41,71,18,3,7,28,1,50,21,0.280,0.362,0.457,0.819
sotoge01,2010,CHN,105,322,47,90,19,0,17,53,0,83,66,0.280,0.484,0.497,0.981
andruel01,2011,TEX,150,587,96,164,27,3,5,60,37,74,61,0.279,0.383,0.361,0.744
victosh01,2011,PHI,132,519,95,145,27,16,17,61,19,63,62,0.279,0.399,0.491,0.890
kendrho01,2010,LAA,158,616,67,172,41,4,10,75,14,94,35,0.279,0.336,0.407,0.744
correca01,2015,HOU,99,387,52,108,22,1,22,68,14,78,43,0.279,0.390,0.512,0.902
denorch01,2013,SDN,144,473,67,132,21,2,10,47,11,84,45,0.279,0.374,0.395,0.770
gonzama01,2015,HOU,120,344,44,96,18,1,12,34,4,74,19,0.279,0.334,0.442,0.776
cabreme01,2013,TOR,88,344,39,96,15,2,3,30,2,47,23,0.279,0.346,0.360,0.706
sandopa01,2014,SFN,157,588,68,164,26,3,16,73,0,85,49,0.279,0.362,0.415,0.777
fieldpr01,2013,DET,162,624,82,174,36,0,25,106,1,117,89,0.279,0.421,0.457,0.878
vogtst01,2014,OAK,84,269,26,75,10,2,9,35,1,39,19,0.279,0.349,0.431,0.781
aybarer01,2011,LAA,143,556,71,155,33,8,10,59,30,68,38,0.279,0.347,0.421,0.768
spande01,2013,WAS,153,610,75,170,28,11,4,47,20,77,44,0.279,0.351,0.380,0.731
schoojo01,2015,BAL,86,305,34,85,17,0,15,39,2,79,13,0.279,0.321,0.482,0.803
johnsch05,2012,HOU,92,341,36,95,21,3,8,41,4,92,27,0.279,0.358,0.428,0.786
spilbry01,2010,COL,134,341,41,95,20,2,10,39,4,83,44,0.279,0.408,0.437,0.845
pierrju01,2011,CHA,158,639,80,178,17,4,2,50,27,41,50,0.279,0.357,0.327,0.684
morsemi01,2014,SFN,131,438,48,122,32,3,16,61,0,121,40,0.279,0.370,0.475,0.845
aybarer01,2014,LAA,156,589,77,164,30,4,7,68,16,62,45,0.278,0.355,0.379,0.733
uribeju01,2013,LAN,132,388,47,108,22,2,12,50,5,81,35,0.278,0.369,0.438,0.807
gomesya01,2014,CLE,135,485,61,135,25,3,21,74,0,120,30,0.278,0.340,0.472,0.812
machama01,2014,BAL,82,327,38,91,14,0,12,32,2,68,25,0.278,0.355,0.431,0.786
pillake01,2015,TOR,159,586,76,163,31,2,12,56,25,85,34,0.278,0.336,0.399,0.735
rizzoan01,2015,CHN,160,586,94,163,38,3,31,101,17,105,117,0.278,0.478,0.512,0.990
morelmi01,2015,TEX,132,471,51,131,27,0,23,85,1,112,41,0.278,0.365,0.482,0.847
sandopa01,2013,SFN,141,525,52,146,27,2,14,79,0,79,58,0.278,0.389,0.417,0.806
drewst01,2010,ARI,151,565,83,157,33,12,15,61,10,108,67,0.278,0.396,0.458,0.855
hafnetr01,2010,CLE,118,396,46,110,29,0,13,50,2,94,73,0.278,0.462,0.449,0.912
pedrodu01,2014,BOS,135,551,72,153,33,0,7,53,6,75,53,0.278,0.374,0.376,0.750
pierzaj01,2012,CHA,135,479,68,133,18,4,27,77,0,78,41,0.278,0.363,0.501,0.864
schiena01,2011,SFN,115,335,42,93,22,1,9,41,7,61,28,0.278,0.361,0.430,0.791
rossco01,2013,ARI,94,317,33,88,17,1,8,38,3,50,29,0.278,0.369,0.413,0.782
inciaen01,2014,ARI,118,418,54,116,18,2,4,27,19,53,25,0.278,0.337,0.359,0.696
moralke01,2013,SEA,156,602,64,167,34,0,23,80,0,114,60,0.277,0.377,0.449,0.826
